Country,Year,Discipline,Specialty,RCA_Specialty
Lesotho,2014,Clinical Medicine,Veterinary Medicine,10.036941426540272
Macedonia,2014,Clinical Medicine,Veterinary Medicine,3.0581305908989886
Mongolia,2014,Clinical Medicine,Veterinary Medicine,2.394132817339881
Chad,2014,Earth and Space,Astronomy & Astrophysics,3.0806927541200384
Lithuania,2014,Earth and Space,Astronomy & Astrophysics,1.2892029460176249
Slovakia,2014,Earth and Space,Astronomy & Astrophysics,1.9184742199691087
Burundi,2014,Earth and Space,Earth & planetary Science,7.081805424879174
French-Guiana,2014,Earth and Space,Earth & planetary Science,3.2271518391854466
Indonesia,2014,Earth and Space,Earth & planetary Science,1.48753902769907
Iraq,2014,Earth and Space,Earth & planetary Science,1.1484008797101364
Mauritius,2014,Earth and Space,Earth & planetary Science,1.4282632789672285
South Africa,2014,Earth and Space,Earth & planetary Science,1.1692808957048662
Togo,2014,Earth and Space,Earth & planetary Science,1.1484008797101364
Trinidad and Tobago,2014,Earth and Space,Earth & planetary Science,1.725516042610154
Estonia,2014,Earth and Space,Environmental Science,1.165623106454282
Ethiopia,2014,Earth and Space,Environmental Science,2.3857129242756057
Mauritania,2014,Earth and Space,Environmental Science,1.6085933818237612
Norway,2014,Earth and Space,Environmental Science,1.3069501147450615
Tanzania,2014,Earth and Space,Environmental Science,1.255360820045454
Zimbabwe,2014,Earth and Space,Environmental Science,1.1900308181859458
Cambodia,2014,Earth and Space,Geology,1.690144055023873
Dominica ,2014,Earth and Space,Geology,8.063395595843062
Norway,2014,Earth and Space,Geology,2.094788540658369
Peru,2014,Earth and Space,Geology,1.3254896869879005
Tanzania,2014,Earth and Space,Geology,1.3540255252438296
Finland,2014,Earth and Space,Meteorology & Atmospheric Science,2.550043615857109
France,2014,Earth and Space,Meteorology & Atmospheric Science,1.2974062075202544
Peru,2014,Earth and Space,Meteorology & Atmospheric Science,1.1173072575001914
Sweden,2014,Earth and Space,Meteorology & Atmospheric Science,1.293690009244741
Croatia,2014,Clinical Medicine,Pharmacy,1.4803748292299492
El Salvador,2014,Clinical Medicine,Respiratory System,5.4804745235317
Jordan,2014,Clinical Medicine,Respiratory System,1.2560293025664706
Kyrgyzstan,2014,Clinical Medicine,Respiratory System,3.186322397402151
Sweden,2014,Clinical Medicine,Respiratory System,1.4493608605407509
Grenada,2014,Clinical Medicine,Surgery,2.78256075766825
Nepal,2014,Clinical Medicine,Surgery,1.610542233590316
South Korea,2014,Clinical Medicine,Surgery,1.2198517474448969
Burkina Faso,2014,Clinical Medicine,Tropical Medicine,49.442187874430864
Egypt,2014,Clinical Medicine,Tropical Medicine,1.1794006863647777
Jordan,2014,Clinical Medicine,Tropical Medicine,1.18287594758183
Nepal,2014,Clinical Medicine,Tropical Medicine,11.6265629247078
Solomon Islands,2014,Clinical Medicine,Tropical Medicine,96.77403846153848
South Africa,2014,Clinical Medicine,Tropical Medicine,2.441146916146916
Oman,2014,Clinical Medicine,Veterinary Medicine,2.5584360499024217
Somalia,2014,Clinical Medicine,Veterinary Medicine,11.861839867729412
Argentina,2014,Earth and Space,Astronomy & Astrophysics,1.54716593758963
Namibia,2014,Earth and Space,Astronomy & Astrophysics,5.104106338187045
Portugal,2014,Earth and Space,Astronomy & Astrophysics,1.1240850381224252
Vatican,2014,Earth and Space,Astronomy & Astrophysics,47.442668413448594
Argentina,2014,Earth and Space,Earth & planetary Science,1.3891883044830529
Kazakhstan,2014,Earth and Space,Earth & planetary Science,1.571495940655976
Morocco,2014,Earth and Space,Earth & planetary Science,2.4504517041104408
Fiji,2014,Earth and Space,Environmental Science,1.3233817893018176
Malawi,2014,Earth and Space,Environmental Science,1.0710277363673513
Mexico,2014,Earth and Space,Environmental Science,1.3469137542172198
Oman,2014,Earth and Space,Environmental Science,2.6033494701310644
Republic of Serbia,2014,Earth and Space,Environmental Science,1.2636553806446558
Saudi Arabia,2014,Earth and Space,Environmental Science,1.0025297276007974
Bermuda,2014,Earth and Space,Geology,7.7408597720093395
Chad,2014,Earth and Space,Geology,3.4557409696470263
Costa Rica,2014,Earth and Space,Geology,1.3822963878588106
Niger,2014,Earth and Space,Geology,4.607654626196035
Eritrea,2014,Earth and Space,Meteorology & Atmospheric Science,8.03276202551274
Bahamas,2014,Earth and Space,Oceanography & Limnology,12.48391921153635
Greece,2014,Earth and Space,Oceanography & Limnology,1.0028442454855486
Iceland,2014,Earth and Space,Oceanography & Limnology,4.278056483312056
Malta,2014,Earth and Space,Oceanography & Limnology,3.62128954227772
Mozambique,2014,Earth and Space,Oceanography & Limnology,3.7255675133904287
Uruguay,2014,Clinical Medicine,Neurology & Neurosurgery,1.0951678925808828
Morocco,2014,Clinical Medicine,Obstetrics & Gynecology,1.009866884604058
Norway,2014,Clinical Medicine,Obstetrics & Gynecology,1.306641877017249
Sierra Leone,2014,Clinical Medicine,Obstetrics & Gynecology,7.547884387514812
United States,2014,Clinical Medicine,Obstetrics & Gynecology,1.1140869214384947
Egypt,2014,Clinical Medicine,Ophthalmology,1.1339733381574448
Germany,2014,Clinical Medicine,Ophthalmology,1.3841384242749546
Solomon Islands,2014,Clinical Medicine,Ophthalmology,10.216877429085214
Austria,2014,Clinical Medicine,Orthopedics,1.6589063919367066
Maldives,2014,Clinical Medicine,Orthopedics,9.259286031589989
Netherlands,2014,Clinical Medicine,Orthopedics,1.3032253508240736
United States,2014,Clinical Medicine,Orthopedics,1.4666669232492238
Syria,2014,Clinical Medicine,Otorhinolaryngology,1.240084813306522
Togo,2014,Clinical Medicine,Otorhinolaryngology,4.172717817747622
Bangladesh,2014,Clinical Medicine,Pediatrics,2.110965119162368
Ghana ,2014,Clinical Medicine,Pediatrics,1.2215617125039344
Guinea-Bissau,2014,Clinical Medicine,Pediatrics,13.838549114508854
Netherlands,2014,Clinical Medicine,Pediatrics,1.5935470370952771
United States,2014,Clinical Medicine,Pharmacology,1.0017375316758963
Yemen,2014,Clinical Medicine,Pharmacology,1.15779725750046
Albania,2014,Clinical Medicine,Pharmacy,2.9624223983799323
Bulgaria,2014,Clinical Medicine,Pharmacy,2.0734353605532654
Greece,2014,Clinical Medicine,Pharmacy,1.5422022485683764
Yemen,2014,Clinical Medicine,Pharmacy,2.340842698719857
Cambodia,2014,Clinical Medicine,Psychiatry,1.135988743873128
United States,2014,Clinical Medicine,Psychiatry,1.334741231762293
Germany,2014,Clinical Medicine,Radiology & Nuclear Medicine,1.66687215665896
Switzerland,2014,Clinical Medicine,Radiology & Nuclear Medicine,1.7007246612460925
Portugal,2014,Clinical Medicine,Respiratory System,1.1969586175447802
Reunion,2014,Clinical Medicine,Respiratory System,4.215749633485923
Bahamas,2014,Clinical Medicine,Surgery,1.845277134032629
Guatemala,2014,Clinical Medicine,Surgery,2.1410849188775543
Bahrain,2014,Clinical Medicine,Tropical Medicine,2.08116211745244
Cuba,2014,Clinical Medicine,Tropical Medicine,6.553018323876849
Mali,2014,Clinical Medicine,Tropical Medicine,54.55717604543108
Panama,2014,Clinical Medicine,Tropical Medicine,8.302330377397402
Togo,2014,Clinical Medicine,Tropical Medicine,20.924116424116427
Burma,2014,Clinical Medicine,Veterinary Medicine,4.893008945438382
Czech Republic,2014,Clinical Medicine,Veterinary Medicine,1.2408351919349672
Jordan,2014,Clinical Medicine,Veterinary Medicine,1.594869225913198
Syria,2014,Clinical Medicine,Veterinary Medicine,2.0960680890766827
Uganda,2014,Clinical Medicine,Veterinary Medicine,2.3622620396862617
Paraguay,2014,Earth and Space,Astronomy & Astrophysics,1.3069605623539555
Poland,2014,Earth and Space,Astronomy & Astrophysics,1.2673834799676966
Spain,2014,Earth and Space,Astronomy & Astrophysics,1.846545087631324
Slovakia,2014,Clinical Medicine,Environmental & Occupational Health,1.0153542213696023
Albania,2014,Clinical Medicine,Fertility,3.7735217429496366
Netherlands,2014,Clinical Medicine,Fertility,1.8937974272946645
Thailand,2014,Clinical Medicine,Fertility,1.0442079069816577
Mongolia,2014,Clinical Medicine,Gastroenterology,1.2871789474991988
Nicaragua,2014,Clinical Medicine,Gastroenterology,2.094067242946457
Spain,2014,Clinical Medicine,Gastroenterology,1.14232357846786
Australia,2014,Clinical Medicine,General & Internal Medicine,1.2953340973279015
Guinea-Bissau,2014,Clinical Medicine,General & Internal Medicine,3.090265410643445
Malawi,2014,Clinical Medicine,General & Internal Medicine,1.3243994617043338
Montenegro,2014,Clinical Medicine,General & Internal Medicine,4.4476717125148655
Venezuela,2014,Clinical Medicine,General & Internal Medicine,1.7953566252118804
Yemen,2014,Clinical Medicine,General & Internal Medicine,1.9314158816521536
Hungary,2014,Clinical Medicine,Geriatrics,1.0884916697319915
Ireland,2014,Clinical Medicine,Geriatrics,2.488810442145282
Kuwait,2014,Clinical Medicine,Hematology,1.1389194269247591
Benin,2014,Clinical Medicine,Immunology,3.3973087522261665
Greece,2014,Clinical Medicine,Immunology,1.1577078979553066
Mali,2014,Clinical Medicine,Immunology,7.726407332244118
Senegal,2014,Clinical Medicine,Immunology,5.209206753413455
Venezuela,2014,Clinical Medicine,Immunology,1.64501265897267
Rwanda,2014,Clinical Medicine,Miscellaneous Clinical Medicine,1.106793130079436
Tunisia,2014,Clinical Medicine,Miscellaneous Clinical Medicine,2.202376559109512
Italy,2014,Clinical Medicine,Nephrology,1.775141217746778
Japan,2014,Clinical Medicine,Nephrology,1.171668355096183
Lithuania,2014,Clinical Medicine,Nephrology,1.1769598762957143
Jordan,2014,Clinical Medicine,Obstetrics & Gynecology,1.6721821790521738
Moldova ,2014,Clinical Medicine,Obstetrics & Gynecology,1.5919174344576694
Brunei,2014,Clinical Medicine,Ophthalmology,1.5136114709755872
Djibouti,2014,Clinical Medicine,Ophthalmology,12.771096786356518
French-Polynesia,2014,Clinical Medicine,Ophthalmology,2.245467566831916
Israel,2014,Clinical Medicine,Ophthalmology,1.5479000505792473
Jordan,2014,Clinical Medicine,Ophthalmology,1.4049182102638185
Senegal,2014,Clinical Medicine,Ophthalmology,1.5718272967823406
Guadeloupe,2014,Clinical Medicine,Orthopedics,1.0348613800012338
Switzerland,2014,Clinical Medicine,Orthopedics,1.390314853968597
Guatemala,2014,Clinical Medicine,Pathology,1.802271145856783
Jamaica,2014,Clinical Medicine,Pediatrics,3.7988174039828233
Niger,2014,Clinical Medicine,Pediatrics,6.150466273115047
Togo,2014,Clinical Medicine,Pediatrics,2.6181038865287025
Solomon Islands,2014,Clinical Medicine,Pharmacology,2.1612215473341925
Togo,2014,Clinical Medicine,Pharmacology,1.1682278634238878
Morocco,2014,Clinical Medicine,Pharmacy,2.721533379826546
Oman,2014,Clinical Medicine,Pharmacy,1.5817458959675657
Brazil,2014,Clinical Medicine,Psychiatry,1.4080303109950183
Monaco,2014,Clinical Medicine,Psychiatry,1.4950656456721052
Nepal,2014,Clinical Medicine,Psychiatry,1.3788414612028956
Grenada,2014,Clinical Medicine,Veterinary Medicine,9.320017038930253
Iraq,2014,Clinical Medicine,Veterinary Medicine,1.22070909241706
Ivory Coast,2014,Clinical Medicine,Veterinary Medicine,1.5657628625402822
Libya,2014,Clinical Medicine,Veterinary Medicine,5.142078366306346
Poland,2014,Clinical Medicine,Veterinary Medicine,2.5832636182576074
Switzerland,2014,Clinical Medicine,Veterinary Medicine,1.1887629145835046
Canada,2014,Earth and Space,Astronomy & Astrophysics,1.1277946150135325
Czech Republic,2014,Earth and Space,Astronomy & Astrophysics,1.0819550548163834
Mexico,2014,Earth and Space,Astronomy & Astrophysics,1.977621545759061
Nigeria,2014,Earth and Space,Astronomy & Astrophysics,1.1216616235638397
Finland,2014,Earth and Space,Earth & planetary Science,1.00211117881921
Guyana,2014,Earth and Space,Earth & planetary Science,6.07011893561072
Italy,2014,Earth and Space,Earth & planetary Science,1.2076860759364716
New Zealand,2014,Earth and Space,Earth & planetary Science,2.372351178903476
Peru,2014,Earth and Space,Earth & planetary Science,2.507362089314439
Ghana ,2014,Earth and Space,Environmental Science,3.3530956622379287
Indonesia,2014,Earth and Space,Environmental Science,2.765763324479589
Kiribati,2014,Earth and Space,Environmental Science,7.774868012148179
Poland,2014,Earth and Space,Environmental Science,1.5289755637125262
Reunion,2014,Earth and Space,Environmental Science,1.435360248396587
Sri Lanka,2014,Earth and Space,Environmental Science,3.4529892768031103
Tunisia,2014,Earth and Space,Environmental Science,1.7925969143290708
Iraq,2014,Earth and Space,Geology,4.526230376044962
Paraguay,2014,Earth and Space,Geology,1.4660719265169204
Rwanda,2014,Earth and Space,Geology,1.1588113431151703
Swaziland,2014,Earth and Space,Geology,2.84590432794461
Switzerland,2014,Earth and Space,Geology,1.3557256908219415
Burkina Faso,2014,Earth and Space,Meteorology & Atmospheric Science,1.651595930479255
Maldives,2014,Earth and Space,Meteorology & Atmospheric Science,9.30109287164633
Nepal,2014,Earth and Space,Meteorology & Atmospheric Science,2.185592494574138
Tonga,2014,Earth and Space,Meteorology & Atmospheric Science,58.90692152042676
Burma,2014,Earth and Space,Oceanography & Limnology,5.929861625479767
Cambodia,2014,Earth and Space,Oceanography & Limnology,1.0357836900401338
Mexico,2014,Earth and Space,Oceanography & Limnology,1.3919862970609778
Italy,2014,Engineering and Technology,Aerospace Technology,1.5657958107636647
Russia,2014,Engineering and Technology,Aerospace Technology,1.6995024372903105
China,2014,Engineering and Technology,Chemical Engineering,1.6133724291016065
Libya,2014,Engineering and Technology,Chemical Engineering,1.8309437405719453
Qatar,2014,Engineering and Technology,Chemical Engineering,2.8283020394563616
Cyprus,2014,Engineering and Technology,Civil Engineering,2.1303907204821733
Egypt,2014,Engineering and Technology,Civil Engineering,1.5089985263192678
Italy,2014,Engineering and Technology,Civil Engineering,1.0501615341069457
Qatar,2014,Engineering and Technology,Civil Engineering,1.6807605181693528
Luxembourg,2014,Engineering and Technology,Computers,2.9307129019997302
Singapore,2014,Engineering and Technology,Computers,2.2538143561924304
Canada,2014,Engineering and Technology,Electrical Engineering & Electronics,1.019820626253238
China,2014,Engineering and Technology,Electrical Engineering & Electronics,1.578820807979382
Rwanda,2014,Engineering and Technology,General Engineering,5.1585383891058685
Cameroon,2014,Earth and Space,Earth & planetary Science,2.3399206910739703
Ethiopia,2014,Earth and Space,Earth & planetary Science,1.9402206643504587
Mongolia,2014,Earth and Space,Earth & planetary Science,3.508417366453903
Laos,2014,Earth and Space,Environmental Science,3.8606241163770254
Jamaica,2014,Earth and Space,Geology,1.422952163972305
Madagascar,2014,Earth and Space,Geology,3.420834495206148
Spain,2014,Earth and Space,Geology,1.3119082877939654
Antigua & Barbuda,2014,Earth and Space,Meteorology & Atmospheric Science,58.90692152042676
Botswana,2014,Earth and Space,Meteorology & Atmospheric Science,1.2668155165683177
Mauritania,2014,Earth and Space,Meteorology & Atmospheric Science,6.093819467630355
Palau,2014,Earth and Space,Meteorology & Atmospheric Science,29.45346076021338
Tajikistan,2014,Earth and Space,Meteorology & Atmospheric Science,7.363365190053345
Trinidad and Tobago,2014,Earth and Space,Meteorology & Atmospheric Science,1.7941194371703582
Zimbabwe,2014,Earth and Space,Meteorology & Atmospheric Science,1.3524548308261246
Argentina,2014,Earth and Space,Oceanography & Limnology,1.8040673352577787
Azerbaijan,2014,Earth and Space,Oceanography & Limnology,1.00719518054858
Brunei,2014,Earth and Space,Oceanography & Limnology,1.75699603717919
Estonia,2014,Earth and Space,Oceanography & Limnology,4.321606598475623
France,2014,Earth and Space,Oceanography & Limnology,1.387254127069189
Seychelles,2014,Earth and Space,Oceanography & Limnology,6.776984714834018
Vietnam,2014,Earth and Space,Oceanography & Limnology,1.291607355219241
South Korea,2014,Engineering and Technology,Chemical Engineering,1.3510555770295587
Turkey,2014,Engineering and Technology,Chemical Engineering,1.1532756921594067
Bahrain,2014,Engineering and Technology,Civil Engineering,2.9048379675060896
Bahrain,2014,Engineering and Technology,Computers,1.7995605538594834
Republic of Serbia,2014,Engineering and Technology,Computers,1.1835715557871047
Slovakia,2014,Engineering and Technology,Computers,1.2562403532780548
Slovenia,2014,Engineering and Technology,Computers,1.4393779680544416
United Arab Emirates,2014,Engineering and Technology,Computers,2.2603371728837183
Lebanon ,2014,Engineering and Technology,Electrical Engineering & Electronics,1.3884964386099148
Macedonia,2014,Engineering and Technology,Electrical Engineering & Electronics,2.1447311060671006
Croatia,2014,Engineering and Technology,General Engineering,1.4593041970310785
Luxembourg,2014,Engineering and Technology,Industrial Engineering,1.3329463130802544
Indonesia,2014,Engineering and Technology,Materials Science,1.128708203937492
North Korea,2014,Engineering and Technology,Materials Science,2.925281310985315
Vietnam,2014,Engineering and Technology,Materials Science,1.4412121070587576
Republic of Serbia,2014,Engineering and Technology,Mechanical Engineering,1.8614683959266445
Turkey,2014,Engineering and Technology,Mechanical Engineering,1.190118768799035
Azerbaijan,2014,Engineering and Technology,Metals & Metallurgy,2.3047543337946013
Byelarus,2014,Engineering and Technology,Metals & Metallurgy,1.705035535943336
Latvia,2014,Chemistry,Analytical Chemistry,1.1194206529587032
Tajikistan,2014,Chemistry,Analytical Chemistry,2.2388413059174064
Armenia,2014,Chemistry,General Chemistry,1.1923192550498056
Ukraine,2014,Chemistry,General Chemistry,1.3099973363324124
Paraguay,2014,Chemistry,Organic Chemistry,2.594227938116921
Vietnam,2014,Chemistry,Organic Chemistry,1.365223804073199
Byelarus,2014,Chemistry,Physical Chemistry,1.5842516075295288
Ukraine,2014,Chemistry,Physical Chemistry,2.1147128560128974
Yemen,2014,Chemistry,Physical Chemistry,1.9512384630435613
Indonesia,2014,Chemistry,Polymers,1.160746998910063
Mali,2014,Chemistry,Polymers,1.4522662911124844
Bosnia & Herzegovina,2014,Clinical Medicine,Addictive Diseases,1.3226692229591712
Ethiopia,2014,Clinical Medicine,Allergy,1.7881953698274788
Japan,2014,Clinical Medicine,Allergy,1.3677521164858126
Japan,2014,Clinical Medicine,Anesthesiology,1.036426384812002
Republic of Kosovo,2014,Clinical Medicine,Cancer,1.012569972916306
Lebanon ,2014,Clinical Medicine,Cardiovascular System,1.5713471709099884
Turkey,2014,Clinical Medicine,Cardiovascular System,1.966301511381883
South Korea,2014,Clinical Medicine,Dentistry,1.4309415718352585
United Kingdom,2014,Clinical Medicine,Dentistry,1.0368078171122217
Malawi,2014,Clinical Medicine,Dermatology & Venerial Disease,1.241782728430279
Netherlands,2014,Clinical Medicine,Dermatology & Venerial Disease,1.0444830305954895
Argentina,2014,Clinical Medicine,Endocrinology,1.009039261883635
Hungary,2014,Clinical Medicine,Endocrinology,1.0922692211886489
Chad,2014,Clinical Medicine,Environmental & Occupational Health,24.45689152410576
Ethiopia,2014,Clinical Medicine,Environmental & Occupational Health,11.882252320387453
Kenya,2014,Clinical Medicine,Environmental & Occupational Health,2.860113805921676
Lesotho,2014,Clinical Medicine,Environmental & Occupational Health,8.779396957371297
Mongolia,2014,Clinical Medicine,Environmental & Occupational Health,1.0470840407874025
Suriname,2014,Clinical Medicine,Environmental & Occupational Health,15.217621392776913
Vietnam,2014,Clinical Medicine,Environmental & Occupational Health,2.2196063875112184
Zambia,2014,Clinical Medicine,Environmental & Occupational Health,7.558421221577937
Iraq,2014,Clinical Medicine,Fertility,1.3885932401290764
Portugal,2014,Clinical Medicine,Fertility,1.0211255328002184
Switzerland,2014,Clinical Medicine,Respiratory System,1.541424832342318
Ireland,2014,Clinical Medicine,Surgery,1.2643822285783304
Bhutan,2014,Clinical Medicine,Tropical Medicine,8.602136752136753
Georgia,2014,Clinical Medicine,Tropical Medicine,2.019632107023412
Iran,2014,Clinical Medicine,Tropical Medicine,1.011020366038255
New-Caledonia,2014,Clinical Medicine,Tropical Medicine,4.581019572143832
Uruguay,2014,Clinical Medicine,Tropical Medicine,1.2185608200823312
Denmark,2014,Clinical Medicine,Urology,1.0023071305271545
Ecuador,2014,Clinical Medicine,Veterinary Medicine,1.1209642486685871
Guadeloupe,2014,Clinical Medicine,Veterinary Medicine,6.140246519765813
Austria,2014,Earth and Space,Earth & planetary Science,1.182116387380353
Botswana,2014,Earth and Space,Earth & planetary Science,2.132156472006633
Burkina Faso,2014,Earth and Space,Earth & planetary Science,1.5884423382906558
Bahrain,2014,Earth and Space,Environmental Science,1.755615357581847
Bhutan,2014,Earth and Space,Environmental Science,3.109947204859272
Brunei,2014,Earth and Space,Environmental Science,2.073298136572848
Iran,2014,Earth and Space,Environmental Science,1.3185286002712833
Kyrgyzstan,2014,Earth and Space,Environmental Science,1.0848653040206762
Pakistan,2014,Earth and Space,Environmental Science,1.4558183011128585
Uganda,2014,Earth and Space,Environmental Science,1.291671363040592
Kyrgyzstan,2014,Earth and Space,Geology,3.3753749005854674
Burundi,2014,Earth and Space,Meteorology & Atmospheric Science,7.363365190053345
Dominican Republic,2014,Earth and Space,Meteorology & Atmospheric Science,2.805091500972703
Ecuador,2014,Earth and Space,Meteorology & Atmospheric Science,1.821863552178148
New-Caledonia,2014,Earth and Space,Meteorology & Atmospheric Science,4.182739989616102
Chile,2014,Earth and Space,Oceanography & Limnology,2.532325249315203
Montenegro,2014,Earth and Space,Oceanography & Limnology,2.216770701113932
Tuvalu,2014,Earth and Space,Oceanography & Limnology,79.06482167306355
Uruguay,2014,Earth and Space,Oceanography & Limnology,1.742246857433719
Pakistan,2014,Engineering and Technology,Aerospace Technology,1.0157844789129362
Trinidad and Tobago,2014,Engineering and Technology,Aerospace Technology,2.726191701564015
Fiji,2014,Engineering and Technology,Chemical Engineering,2.636039569759609
Republic of Serbia,2014,Engineering and Technology,Chemical Engineering,2.407939006117595
Tunisia,2014,Engineering and Technology,Chemical Engineering,2.435804213701015
Yemen,2014,Engineering and Technology,Chemical Engineering,1.32743421191466
United Arab Emirates,2014,Engineering and Technology,Civil Engineering,3.3445686446356
Latvia,2014,Engineering and Technology,Computers,1.4942779599011782
Macedonia,2014,Engineering and Technology,Computers,1.1622161910342497
Mauritius,2014,Engineering and Technology,Computers,1.4063792563775797
Paraguay,2014,Engineering and Technology,Computers,1.6904962778679995
Saudi Arabia,2014,Engineering and Technology,Computers,1.5245790528636105
Cyprus,2014,Engineering and Technology,Electrical Engineering & Electronics,1.8422440073952164
Malaysia,2014,Engineering and Technology,Electrical Engineering & Electronics,2.0105792791634576
Iraq,2014,Engineering and Technology,Industrial Engineering,1.0022499997866086
Liechtenstein,2014,Engineering and Technology,Industrial Engineering,6.180541665350752
New Zealand,2014,Clinical Medicine,Arthritis & Rheumatology,1.5381815137079549
China,2014,Clinical Medicine,Cancer,1.3148308451473367
St-Kitts & Nevis ,2014,Clinical Medicine,Cancer,1.1331140173111045
Eritrea,2014,Clinical Medicine,Cardiovascular System,3.4598207708581743
Iceland,2014,Clinical Medicine,Cardiovascular System,1.220297506354787
Liechtenstein,2014,Clinical Medicine,Cardiovascular System,2.927540652264609
Macedonia,2014,Clinical Medicine,Cardiovascular System,1.3875322883129138
Norway,2014,Clinical Medicine,Cardiovascular System,1.1571288506165274
Brunei,2014,Clinical Medicine,Dentistry,2.7948959027579425
Dominican Republic,2014,Clinical Medicine,Dentistry,2.994531324383509
Germany,2014,Clinical Medicine,Dentistry,1.1474393575422572
Japan,2014,Clinical Medicine,Dentistry,1.3082106288722593
Iraq,2014,Clinical Medicine,Dermatology & Venerial Disease,1.0120141986375664
Libya,2014,Clinical Medicine,Dermatology & Venerial Disease,1.1989626343464763
Morocco,2014,Clinical Medicine,Dermatology & Venerial Disease,1.5439928272754797
Jamaica,2014,Clinical Medicine,Endocrinology,1.1937452132598632
Lebanon ,2014,Clinical Medicine,Endocrinology,1.7092933111417037
Liechtenstein,2014,Clinical Medicine,Endocrinology,1.5610514327244365
Cyprus,2014,Clinical Medicine,Environmental & Occupational Health,1.0385091942295437
Denmark,2014,Clinical Medicine,Environmental & Occupational Health,2.526716041165219
Finland,2014,Clinical Medicine,Environmental & Occupational Health,2.001075892998981
Monaco,2014,Clinical Medicine,Environmental & Occupational Health,2.623727826340847
Slovenia,2014,Clinical Medicine,Environmental & Occupational Health,1.0864283809973498
Switzerland,2014,Clinical Medicine,Environmental & Occupational Health,1.2052469578087108
Yemen,2014,Clinical Medicine,Environmental & Occupational Health,1.0190371468377395
Estonia,2014,Clinical Medicine,Fertility,2.0861426814224435
Uruguay,2014,Clinical Medicine,Fertility,1.4017069223548495
Honduras ,2014,Clinical Medicine,Gastroenterology,3.050054462552449
Japan,2014,Clinical Medicine,Gastroenterology,2.366350771017857
Lebanon ,2014,Clinical Medicine,Gastroenterology,1.737851014996854
Barbados,2014,Clinical Medicine,General & Internal Medicine,6.345344976521209
Fiji,2014,Clinical Medicine,General & Internal Medicine,1.534174317340718
Guatemala,2014,Clinical Medicine,General & Internal Medicine,1.6512868606491695
Iceland,2014,Clinical Medicine,General & Internal Medicine,2.037469579362112
Mozambique,2014,Clinical Medicine,General & Internal Medicine,2.4916276085816262
Pakistan,2014,Clinical Medicine,General & Internal Medicine,3.442627475839753
Taiwan,2014,Clinical Medicine,General & Internal Medicine,1.4895419835074684
Ecuador,2014,Clinical Medicine,Geriatrics,5.253936080087819
Tanzania,2014,Clinical Medicine,Geriatrics,2.4686147459185506
Lebanon ,2014,Clinical Medicine,Hematology,2.5428186627149607
Turkey,2014,Clinical Medicine,Hematology,1.141205707429704
Bhutan,2014,Clinical Medicine,Immunology,1.504881950986109
Ethiopia,2014,Clinical Medicine,Immunology,2.6593119407836725
Mauritania,2014,Clinical Medicine,Immunology,2.3351616480818937
Namibia,2014,Clinical Medicine,Immunology,2.40424927080621
Poland,2014,Clinical Medicine,Immunology,1.0292949156165954
Austria,2014,Clinical Medicine,Miscellaneous Clinical Medicine,1.0259653297686793
Burma,2014,Clinical Medicine,Pathology,2.9512190013404824
Hungary,2014,Clinical Medicine,Pathology,1.647270181582613
Argentina,2014,Clinical Medicine,Pediatrics,1.803457189630624
Dominica ,2014,Clinical Medicine,Pediatrics,48.434921900781
Guatemala,2014,Clinical Medicine,Pediatrics,5.915715652003786
Iceland,2014,Clinical Medicine,Pediatrics,1.3588956044307294
Syria,2014,Clinical Medicine,Pharmacology,1.3887367372428543
Tajikistan,2014,Clinical Medicine,Pharmacology,1.8010179561118267
Trinidad and Tobago,2014,Clinical Medicine,Pharmacy,2.6616688553971977
Bulgaria,2014,Clinical Medicine,Psychiatry,1.0286787351153412
Colombia,2014,Clinical Medicine,Psychiatry,1.0527632218896796
Ireland,2014,Clinical Medicine,Psychiatry,1.873044300644805
Togo,2014,Clinical Medicine,Psychiatry,3.515424626310085
Netherlands,2014,Clinical Medicine,Radiology & Nuclear Medicine,1.637071700454008
Dominican Republic,2014,Clinical Medicine,Respiratory System,4.349582955183888
Peru,2014,Clinical Medicine,Respiratory System,2.887499748962961
Turkey,2014,Clinical Medicine,Respiratory System,1.0354419039481466
United States,2014,Clinical Medicine,Respiratory System,1.1251845765483093
Italy,2014,Clinical Medicine,Surgery,1.3529178059264753
Angola,2014,Clinical Medicine,Tropical Medicine,27.16464237516869
Belize,2014,Clinical Medicine,Tropical Medicine,22.770361990950228
Bolivia,2014,Clinical Medicine,Tropical Medicine,19.35480769230769
Central African Republic,2014,Clinical Medicine,Tropical Medicine,72.58052884615385
Grenada,2014,Clinical Medicine,Tropical Medicine,9.216575091575091
Indonesia,2014,Clinical Medicine,Tropical Medicine,6.775822004082874
Ivory Coast,2014,Clinical Medicine,Tropical Medicine,26.322538461538464
Qatar,2014,Clinical Medicine,Tropical Medicine,1.111546744712574
Republic of Kosovo,2014,Clinical Medicine,Tropical Medicine,8.2360883797054
Reunion,2014,Clinical Medicine,Tropical Medicine,27.791518737672583
Sierra Leone,2014,Clinical Medicine,Tropical Medicine,60.06664456233422
Sri Lanka,2014,Clinical Medicine,Tropical Medicine,15.169225187004578
Yemen,2014,Clinical Medicine,Tropical Medicine,8.64053914835165
Iran,2014,Clinical Medicine,Urology,1.088193555486458
